CampaignResponse,total_spend_mean,web_visits_mean,discount_ratio_mean,n
not_responded,458.1091354996934,5.421827099938688,0.19507880122918492,1631
responded,1001.3333333333334,5.0344827586206895,0.1424652890689238,609
